"","ac","af_l","af_r","ar_l","ar_r","atr_l","atr_r","cbd_l","cbd_r","cbp_l","cbp_r","cbt_l","cbt_r","cst_l","cst_r","fa_l","fa_r","fma","fmi","fx_l","fx_r","ifo_l","ifo_r","ilf_l","ilf_r","mcp","mdlf_l","mdlf_r","or_l","or_r","slf1_l","slf1_r","slf2_l","slf2_r","slf3_l","slf3_r","str_l","str_r","uf_l","uf_r","vof_l","vof_r"
"181",0.0236732778636739,0.0104848149558601,0.000467412458146414,0.00773602434150744,0.00248726243285628,0.00320240321511505,0.000698210405231348,0.0121745682824222,0.00117211606208824,0.00178292750928397,0.000432742848817491,0.0192433186226827,0.00210335755648604,0.00113120568122268,0.000462156165733665,0.00076003935755765,0.000163196190270777,0.0628299540037255,0.00145523018323803,0.0212503624172802,0.00363010237046432,0.0287189639931376,0.00513946008118049,0.00684753405459249,0.00118830514493419,0.00139813449965111,0.0167720904446062,0.00259995062610289,0.0221010423644857,0.00464060358392726,0.00541177991189565,0.00159066891810253,0.000399178822480823,0.000735505004177448,0.00165917309683406,0.000224726402509734,0.00220158891289604,0.000260716616814895,0.00995807573064145,0.00107859471681234,0.0125988960465213,0.00229203227255814
"182",0.00770813315226241,0.0454142209849076,0.000331625543612085,0.0111392361074367,0.00109583407799973,0.00466544231153965,0.000572136447281846,0.00515699389905754,0.000398445988989416,0.000677395511086692,0.000426860965702444,0.00367945424228295,0.000365156789894098,0.00900271646770056,0.000399909982382141,0.00437333323773001,0.000387189026160585,0.0313905013445058,0.00311168269546025,0.0137903595386262,0.000823516348793904,0.0592491687297815,0.00265176021267142,0.0397274310880502,0.000648974215896818,0.000558159310237435,0.0512443174476347,0.00210718123942663,0.033829929671137,0.00253462650361556,0.0303165075700986,0.00085673589350394,0.0301613387481426,0.00050811147539641,0.00869245465527116,0.000222783855968169,0.00375036473363462,0.000300862708002827,0.0142369664584948,0.000466736081153593,0.0335725965335428,0.000906254637044806
"183",0.0135682530421707,0.00699650885691592,0.0010413371788324,0.00947816553376462,0.00380774940657888,0.00258991599318342,0.00130415014859821,0.014694516081552,0.00291629347505532,0.00219643876996815,0.000727837151022249,0.0199693007838225,0.00269545864326668,0.00167729422838004,0.00112379597676451,0.00148237721613424,0.000289283934673369,0.0940305293456793,0.00138141814556313,0.0144230417936158,0.00825482610490925,0.0237192691475738,0.00818572004937911,0.00498375531544978,0.00207782664407227,0.000690202765431302,0.0220641913412656,0.00617539670951204,0.0238826049495215,0.00862764934690156,0.0159203544319286,0.00404645698878869,0.000736886426121255,0.00220434191097712,0.00139809951996495,0.000441507673586177,0.00250539085403932,0.000560452720039775,0.00443006041721816,0.00159763988588938,0.015199869908365,0.00416407222051874
"184",0.0220835926531063,0.00951611028544411,0.000488828087494787,0.00770416405579527,0.00217249001598421,0.00332185413894749,0.000529108681924598,0.0104050281806445,0.00180618268242164,0.00203551135819709,0.000461338713665829,0.0134775002500373,0.00193506241491073,0.00117244775276798,0.00051779052521098,0.000744592686857689,0.000139090704813409,0.0515999890138306,0.00154621810037339,0.0223541173919918,0.0038624638075529,0.0286605012118687,0.00526586742999511,0.00680653172769835,0.00127199787648648,0.00255869556849108,0.0162178883429455,0.00303127316438509,0.0187168026660676,0.0050139448245342,0.00740775134780474,0.00167243335598405,0.000510996407801755,0.00072527452727599,0.00162112767818308,0.000234350932452382,0.00244076083137904,0.000286864288658363,0.00846248640684449,0.00125258424083133,0.0168631391142104,0.00222738076401343
"185",0.0193616226065743,0.0104895656222197,0.000322998574486204,0.00814325889321101,0.00104583189339525,0.00331437959032661,0.000415922977521479,0.00458316816389445,0.000813536304575569,0.00100750594197251,0.000280893154218892,0.00558973297764606,0.00149184022078531,0.00107590322527307,0.000373506359964781,0.000614839373598868,0.000132565303672524,0.0547280584303181,0.00161315612892854,0.0166194396869735,0.00323392891727253,0.0334634764652598,0.00491006364621076,0.0078575961727553,0.00120256321223061,0.00205622061465753,0.0202319821818522,0.00272788956946485,0.019658558019848,0.00515104227702141,0.0122499967875189,0.00111674851736876,0.000390152796136742,0.000486953001997922,0.000913675842061903,0.000162067844466088,0.00186413186301111,0.000224337201405822,0.00872483543586821,0.000919600397001844,0.0375988219047234,0.00214388013815746
"186",0.0200027485284344,0.00966201511399935,0.00027378229855524,0.0063244676177071,0.000904431776904772,0.00343282338948477,0.000327502795379795,0.00440545929435949,0.000331127553151124,0.000946495309479951,0.000233298339622893,0.00669992810596465,0.00124906102227313,0.00102145569922983,0.000280491802073618,0.000498894516278088,8.03994251738002e-05,0.0608161957573421,0.00158404673935361,0.0153531348786094,0.00276451327461252,0.0392234163413966,0.00352324592069035,0.0115820335526953,0.00105212550848338,0.00425173103280025,0.0209403162027816,0.00222351067110571,0.0218624708100572,0.00388722410974597,0.0209834431699319,0.000816012673545136,0.000508236612081898,0.000388399155213349,0.000587769670981132,0.000109708720591896,0.00135628955489416,0.000127736697838019,0.0104393807966861,0.000688807928800265,0.0534823359788123,0.0015726420614833
"187",0.0342499330414103,0.0105914738138376,0.000344882806452193,0.00604748301219475,0.000794265264439985,0.0063975106556447,0.00050948087234777,0.00582502728708155,0.000523319380324282,0.00143623382644476,0.000345565699453068,0.0161736986082262,0.00187978314649017,0.00156949714330666,0.000612732722036664,0.000857923527427795,0.000286285195260121,0.0485039329181361,0.00279719001053845,0.026980529553672,0.00293146940442877,0.0648786093097426,0.00391067941653599,0.0234083890778659,0.00104897938219917,0.0119412948629254,0.0198261234982183,0.00155381156198602,0.0331297950158259,0.0029937575115268,0.00449951003476241,0.000666969118441053,0.00111464314897666,0.000366460505504157,0.000902183254747465,0.000171937278783511,0.00194018141134696,0.0002704250959511,0.0145190690023085,0.000851004420783041,0.0561017389955777,0.000976932187521338
"188",0.00371514988571133,0.0154024795595406,0.00231415079108231,0.00317079776802257,0.000923195127074777,0.00714007835154668,0.00315792635812621,0.00837385555250553,0.00418284596972746,0.000975896472609079,0.000764175041435101,0.000447207204715911,0.00030515443306782,0.0335300424402062,0.0163540366277352,0.00204654374752165,0.000807218577342619,0.00258159162030899,0.00730040392254429,0.032377412424842,0.0154490178649294,0.00613612437785476,0.00246176274438942,0.00222366206524561,0.000479196907865074,0.00255971496927497,0.00315149277518995,0.0014555255011942,0.00283270031162188,0.00176125532716246,0.0208068144800163,0.0130330084368304,0.0340653329516757,0.00843097045860875,0.0179646973100263,0.00211199308972622,0.0231169884071923,0.012248355685792,0.00339369160829528,0.00113087525840643,0.000266899055060226,0.000181627791041993
"189",0.00359093028485908,0.0203268005688003,0.00184514870912701,0.00554961999312337,0.000950805766221183,0.00543515101292241,0.00118146831334046,0.00410195204719051,0.00163113817189567,0.000515818927140591,0.000371000698340211,0.000391654661588266,0.000143123559298155,0.0452843457495458,0.0118896333380384,0.00420154542736284,0.000691282489217147,0.00131104651579815,0.00368456504347104,0.012042491428858,0.0064410374662761,0.00892024570001208,0.00135843787962867,0.00280945530908431,0.000358885763251612,0.00426146347312905,0.00399302310081396,0.00115190878988229,0.00285946813836842,0.00102059071551301,0.0229759401953461,0.00917960742519089,0.0504555442732395,0.00392049684427001,0.0208642352301718,0.00170621048031856,0.0172868477825273,0.00524505336046675,0.0040929233389265,0.000612575844037619,0.000307911017407376,9.3164902615958e-05
"190",0.00386662068504328,0.0207952715124722,0.0051193501455504,0.00106717032102924,0.000740114423761326,0.0129376144004954,0.00415578177000277,0.00516089625329565,0.00383818646022433,0.000556910680485843,0.000684614632204396,0.000305422454430555,0.000263837966220296,0.0491077958699174,0.00982118443586047,0.00909889763091927,0.00646288218364598,0.00088951389462484,0.0117733497303239,0.00967908736845791,0.00620218730267231,0.00808614445384055,0.00322054372578514,0.00393035495095273,0.000635470372842353,0.00172849892457654,0.00613319937236396,0.000844529651838355,0.00445688188395847,0.00136572190936189,0.0663054431162988,0.0187193585638538,0.135772185713192,0.0137493565841725,0.017011216132713,0.0041983519999673,0.0571211408159568,0.0178227363368787,0.00332231347501574,0.00200018829584228,0.00114450087526506,0.000222072278125122
